PostId,UserRep,UserAnswers,PostDay,PostMonth,PostWeekday,PostHour,JoinDay,JoinMonth,JoinWeekday,JoinHour,TitleChars,BodyChars,BodyLines,NumTags,Codish,UserAge,Status
11774524,181,1,2,8,4,9,3,5,2,14,57,344,2,1,2,456,
11774526,21,6,2,8,4,9,12,6,2,15,81,2099,34,2,27,50,
11773836,23,0,2,8,4,9,17,7,2,16,69,1292,12,3,19,15,
11774539,1,0,2,8,4,9,2,8,4,9,31,152,4,2,0,0,
11774547,475,14,2,8,4,9,3,1,1,19,55,3099,101,4,42,576,
11774551,1,0,2,8,4,9,2,8,4,9,93,440,11,2,4,0,
11774554,398,10,2,8,4,9,5,12,6,11,47,1553,35,3,112,970,
11774558,666,63,2,8,4,9,20,12,7,21,50,778,21,2,18,955,
11893352,18,0,9,8,4,23,15,12,4,6,72,1075,31,3,43,238,
11893320,6,0,9,8,4,23,9,8,4,19,24,731,15,1,32,0,
11893321,1,0,9,8,4,23,9,8,4,23,15,284,2,2,0,0,
11893354,1,0,9,8,4,23,9,8,4,23,56,1257,16,4,56,0,
11893355,156,0,9,8,4,23,30,3,5,13,32,1872,33,2,18,132,
11893360,348,6,9,8,4,23,23,2,3,22,70,1287,36,4,28,533,
11893371,208,11,9,8,4,23,6,2,1,15,65,1250,32,2,21,185,
11893372,25,0,9,8,4,23,11,12,7,20,23,342,12,2,0,242,
11893373,40,2,9,8,4,23,23,2,3,22,29,250,2,4,1,533,
11823477,161,2,6,8,1,7,1,12,4,9,35,225,0,1,0,248,
11823478,36,0,6,8,1,7,14,5,1,2,48,230,3,1,0,84,
11823479,1,0,6,8,1,7,6,8,1,6,45,412,0,1,0,0,
11823480,445,16,6,8,1,7,26,9,1,10,33,630,20,3,4,314,
11823482,21,3,6,8,1,7,16,5,3,14,43,120,4,4,1,81,
11823483,1,1,6,8,1,7,8,6,5,7,65,3204,75,1,124,58,
11823455,23,0,6,8,1,7,22,5,2,12,27,111,0,4,4,75,
11823457,348,15,6,8,1,7,19,8,4,10,52,749,8,2,2,717,
11823492,39,17,6,8,1,7,31,5,4,14,62,1542,22,5,59,66,
11823495,1113,5,6,8,1,7,20,2,7,1,45,429,8,3,8,533,
11823501,81,4,6,8,1,7,29,11,2,7,30,304,10,1,12,250,
11823462,14,0,6,8,1,7,13,12,2,15,27,501,11,4,2,236,
11919787,30,1,12,8,7,5,15,7,5,16,21,2795,98,2,200,393,
11919788,1013,71,12,8,7,5,13,7,3,18,48,1966,54,3,91,395,
11919792,17,0,12,8,7,5,30,7,1,19,24,1240,72,1,69,12,
11919793,144,0,12,8,7,5,23,6,6,2,38,241,7,3,1,50,
11919794,3680,181,12,8,7,5,11,7,6,19,31,1525,18,5,5,1127,
11919668,450,12,12,8,7,4,12,6,7,3,43,2908,99,2,136,427,
11919669,100,7,12,8,7,4,30,10,7,17,40,256,6,2,0,286,
11787382,914,26,2,8,4,0,24,1,1,12,43,760,12,2,25,556,
11787384,1,0,2,8,4,0,2,8,4,0,67,1008,32,2,39,0,
11787547,1,0,3,8,5,0,1,8,3,2,23,320,2,4,0,1,
11787548,195,20,3,8,5,0,3,11,4,9,43,304,2,5,2,273,
11787553,1,0,3,8,5,0,2,8,4,0,97,737,5,3,5,0,
11787558,168,6,3,8,5,0,26,11,4,17,41,392,11,2,4,980,
11787567,1,0,3,8,5,0,17,10,1,21,36,1257,23,2,5,290,
11787568,13,0,3,8,5,0,16,4,1,8,37,1163,11,5,7,108,
11910351,28,1,10,8,5,23,15,2,3,13,76,449,0,3,2,177,
11910353,123,5,10,8,5,23,23,10,7,5,55,7162,97,2,51,292,
11909947,5,0,10,8,5,22,9,8,4,17,44,234,1,1,2,1,
11910359,27022,1118,10,8,5,23,30,4,5,20,30,2670,33,4,57,833,
11910361,18,3,10,8,5,23,11,10,2,23,43,1219,49,4,91,303,
11910363,38,0,10,8,5,23,30,11,2,17,59,683,11,5,0,619,
11932972,115,9,13,8,1,11,14,10,5,13,32,1489,49,2,69,303,
11932976,4,0,13,8,1,11,25,5,5,13,64,85,2,1,0,79,
11932984,145,1,13,8,1,11,8,6,3,18,46,636,7,3,8,431,
11932489,31,0,13,8,1,10,25,5,3,19,41,254,9,1,5,445,
11932956,1571,164,13,8,1,11,27,6,1,15,39,237,4,1,4,412,
11878912,10,0,9,8,4,8,13,12,2,11,25,793,22,2,16,239,
11878913,1,0,9,8,4,8,20,12,2,14,53,509,2,5,0,232,
11878854,23,0,9,8,4,8,18,10,2,13,94,189,1,4,0,295,
11878856,11,0,9,8,4,8,29,7,7,10,130,7633,78,2,137,10,
11865663,25,0,8,8,3,14,22,6,5,12,46,722,15,1,4,47,
11878872,171,3,9,8,4,8,3,6,5,10,41,1575,14,1,10,432,
11878874,8,0,9,8,4,8,3,7,2,8,51,378,1,3,0,36,
11878914,347,5,9,8,4,8,9,8,2,11,44,688,10,4,2,365,
11877947,416,15,9,8,4,7,2,11,3,11,42,719,16,4,20,280,
11878703,784,13,9,8,4,8,11,10,1,17,39,526,18,2,9,667,
11848839,172,9,7,8,2,15,12,7,2,15,66,129,0,3,0,392,
11848846,113,7,7,8,2,15,13,1,5,23,69,153,0,5,2,206,
11848854,11,1,7,8,2,15,11,7,3,15,46,496,5,1,9,27,
11848862,575,19,7,8,2,15,10,4,2,12,27,1194,15,5,25,119,
11848866,43,20,7,8,2,15,18,7,3,23,36,2422,56,3,106,19,
11878916,231,4,9,8,4,8,13,7,3,20,35,792,21,4,24,392,
11878917,65,1,9,8,4,8,5,6,2,12,88,311,3,2,0,64,
11878920,67,6,9,8,4,8,29,9,4,6,51,362,2,4,8,315,
11878921,1,0,9,8,4,8,2,8,4,7,90,181,4,2,2,7,
11878922,62,5,9,8,4,8,9,4,1,11,35,516,11,4,6,121,
11878924,907,58,9,8,4,8,29,9,2,18,45,276,0,2,0,1044,
11878926,16,3,9,8,4,8,10,5,2,12,83,1180,31,4,43,456,
11878939,1093,49,9,8,4,8,9,1,1,19,40,5771,110,5,213,212,
11878940,16,0,9,8,4,8,20,3,2,15,55,399,9,3,0,141,
11878941,6,0,9,8,4,8,17,7,2,23,74,1365,29,3,74,22,
11823504,1,0,6,8,1,7,17,6,7,15,67,706,11,1,13,49,
11823507,58,11,6,8,1,7,11,1,2,12,39,292,7,4,0,572,
11823518,6,0,6,8,1,7,7,8,7,5,47,526,13,1,0,365,
11823519,147,20,6,8,1,7,12,1,4,13,48,181,1,3,0,206,
11823521,406,10,6,8,1,7,17,7,7,10,95,1013,37,2,29,385,
11823522,60,9,6,8,1,7,13,10,4,16,106,220,0,4,0,297,
11823523,483,16,6,8,1,7,22,6,3,6,97,1752,61,1,96,411,
11823524,47,0,6,8,1,7,22,7,7,21,82,2266,65,1,54,14,
11823529,152,14,6,8,1,7,23,6,4,22,111,8230,95,5,327,409,
11823531,184,6,6,8,1,7,16,7,1,22,46,360,4,3,4,20,
11774560,1,0,2,8,4,9,2,8,4,9,37,1294,29,3,21,0,
11774381,11,0,2,8,4,9,19,1,4,13,42,1982,48,2,106,195,
11774549,55,0,2,8,4,9,29,9,3,18,50,676,15,1,3,672,
11774540,1,0,2,8,4,9,2,8,4,9,67,852,10,3,4,0,
11774542,1,0,2,8,4,9,9,9,4,9,30,7089,190,3,297,693,
11775781,13,0,2,8,4,11,20,3,2,14,51,546,8,4,10,134,
11824532,23,1,6,8,1,8,17,11,4,7,72,369,12,1,5,263,
11824536,1,0,6,8,1,8,6,8,1,8,45,1246,35,4,46,0,
11824537,79,12,6,8,1,8,18,6,1,10,40,1349,26,2,14,48,
11824269,6,0,6,8,1,8,16,11,3,2,94,952,6,2,3,264,
11824270,6,0,6,8,1,8,28,2,2,9,48,761,8,5,10,159,
11824542,62,7,6,8,1,8,18,8,3,8,66,441,11,5,11,718,
11824548,117,10,6,8,1,8,16,4,4,6,43,786,0,2,0,1208,
11824550,672,25,6,8,1,8,15,12,1,4,72,2693,52,4,53,1330,
11824552,1,0,6,8,1,8,3,8,5,13,50,1271,37,1,48,2,
11824555,1,0,6,8,1,8,27,3,2,8,30,805,20,2,13,132,
11880051,1,0,9,8,4,9,9,8,4,9,49,390,5,5,4,0,
11880052,26,1,9,8,4,9,14,10,5,20,70,1537,37,2,32,299,
11879993,69,1,9,8,4,9,8,6,3,10,31,528,4,2,8,427,
11879985,163,3,9,8,4,9,22,7,4,7,91,451,2,3,1,749,
11879986,36,2,9,8,4,9,6,3,2,7,30,346,15,2,6,156,
11880064,1123,102,9,8,4,9,22,3,2,12,107,557,9,4,7,505,
11880065,1,0,9,8,4,9,12,6,2,10,46,173,7,2,1,57,
11880069,34,4,9,8,4,9,28,1,6,6,81,453,29,2,54,194,
11880070,16,2,9,8,4,9,29,5,2,9,41,133,3,4,0,71,
11781341,52,2,2,8,4,16,13,7,5,19,25,353,0,1,0,19,
11781343,1,0,2,8,4,16,2,8,4,16,36,1462,46,3,53,0,
11781345,24,0,2,8,4,16,26,6,2,14,53,226,1,2,0,37,
11781346,7,1,2,8,4,16,15,7,7,13,38,631,22,4,34,18,
11781347,1,0,2,8,4,16,2,8,4,15,79,1424,9,2,10,0,
11781350,328,13,2,8,4,16,24,11,3,0,21,366,0,4,6,617,
11781353,176,15,2,8,4,16,6,5,7,7,48,492,4,2,2,88,
11781354,11779,222,2,8,4,16,3,9,3,10,58,2013,55,4,34,1429,
11781356,1529,195,2,8,4,16,1,9,3,3,33,500,4,4,0,701,
11850038,1,0,7,8,2,16,7,8,2,16,61,231,0,3,0,0,
11850040,1,0,7,8,2,16,26,6,2,17,35,1269,42,4,73,41,
11850043,96,5,7,8,2,16,30,7,4,13,48,963,6,2,18,1104,
11850044,843,7,7,8,2,16,30,7,5,14,40,591,19,2,22,739,
11850031,1,0,7,8,2,16,4,8,4,21,57,478,14,3,2,368,
11850033,1,0,7,8,2,16,7,8,2,16,17,565,17,2,5,0,
11850062,1,0,7,8,2,16,22,9,4,16,58,768,13,5,8,320,
11850063,1897,23,7,8,2,16,19,4,1,20,43,1287,31,1,26,840,
11879766,9,0,9,8,4,9,27,7,5,6,26,2337,117,3,94,13,
11880075,41,0,9,8,4,9,17,7,2,7,39,2099,71,5,67,23,
11880076,499,8,9,8,4,9,26,11,6,6,95,5960,52,1,192,257,
11880078,105,7,9,8,4,9,5,3,1,12,47,2547,92,3,91,156,
11880080,20,0,9,8,4,9,20,1,5,13,73,154,4,1,0,201,
11879532,20,0,9,8,4,9,12,5,6,10,54,414,5,1,0,88,
11880088,1,0,9,8,4,9,5,7,4,9,17,521,9,2,16,34,
11880090,93,3,9,8,4,9,10,4,2,8,48,506,11,3,0,121,
11880094,2278,122,9,8,4,9,30,6,3,8,63,383,17,2,38,771,
11880097,2,0,9,8,4,9,8,8,3,10,22,162,0,3,0,0,
11812996,559,23,5,8,7,0,5,4,4,14,61,2400,53,5,78,121,
11813004,1,0,5,8,7,0,2,8,4,14,54,452,0,5,5,2,
11813005,4,2,5,8,7,0,23,4,1,8,31,907,17,3,0,103,
11813006,3,0,5,8,7,0,6,12,2,19,66,982,5,3,0,242,
11813007,564,4,5,8,7,0,23,8,2,8,58,501,4,4,2,347,
11813009,1186,22,5,8,7,0,11,9,6,15,68,1185,37,3,45,693,
11813014,8,0,5,8,7,0,26,7,4,6,55,803,22,2,27,9,
11813019,19,5,5,8,7,0,27,10,4,2,77,3853,101,3,204,282,
11813020,1,0,5,8,7,0,5,8,7,0,48,1415,31,1,76,0,
11813022,1,0,5,8,7,0,5,8,7,0,21,1522,33,2,53,0,
11920453,42,0,12,8,7,7,28,12,2,3,46,355,6,3,4,593,
11920335,936,17,12,8,7,7,29,8,6,2,55,788,19,4,4,1079,
11920457,1,0,12,8,7,7,9,3,5,11,30,529,14,1,8,155,
11920458,151,9,12,8,7,7,27,7,5,18,58,2363,68,5,117,15,
11920467,47,1,12,8,7,7,6,8,1,11,26,1904,56,2,163,5,
11920469,1,0,12,8,7,7,12,8,7,7,39,185,0,2,5,0,
11916912,1,0,11,8,6,19,11,8,6,19,20,542,6,2,10,0,
11920471,19,0,12,8,7,8,21,9,3,12,33,1328,28,3,15,325,
11788516,6,0,3,8,5,3,9,7,1,23,47,1407,51,4,51,24,
11788517,15,0,3,8,5,3,27,4,5,16,45,1336,36,2,77,97,
11788519,6,0,3,8,5,3,26,6,2,14,75,1213,45,1,65,37,
11788524,86,0,3,8,5,3,22,9,4,6,37,503,6,1,0,315,
11788525,1,0,3,8,5,3,3,1,2,9,46,487,8,2,12,212,
11788534,60,6,3,8,5,3,22,2,2,22,29,759,10,2,71,527,
11788540,18,2,3,8,5,3,3,4,2,21,60,1721,31,2,35,121,
11850065,3,0,7,8,2,16,23,7,1,11,60,2235,19,3,18,15,
11850069,66,0,7,8,2,16,6,7,5,13,55,1955,59,4,58,32,
11850071,10,0,7,8,2,16,6,6,1,21,28,485,8,3,0,427,
11850074,1,0,7,8,2,16,1,8,3,15,91,3551,92,2,56,6,
11850075,10,0,7,8,2,16,4,7,3,15,37,723,4,3,0,34,
11850080,11,0,7,8,2,16,14,3,3,9,26,252,6,1,2,146,
11850081,24,0,7,8,2,16,22,6,5,12,46,1241,38,3,68,46,
11850084,355,2,7,8,2,16,25,9,4,18,48,236,0,5,0,1411,
11850085,56,0,7,8,2,16,26,4,4,15,30,981,28,1,14,103,
11850089,14,2,7,8,2,16,21,11,1,20,49,2416,60,2,69,259,
11850090,101,0,7,8,2,16,5,1,4,5,89,1008,12,4,2,215,
11775866,1,0,2,8,4,11,30,12,5,13,58,2984,29,3,94,215,
11775870,756,39,2,8,4,11,2,5,3,7,33,836,15,3,24,92,
11775871,30,0,2,8,4,11,23,2,4,9,82,171,0,2,6,161,
11775858,512,32,2,8,4,11,7,10,5,12,31,600,18,5,9,299,
11933652,12,1,13,8,1,12,8,5,2,12,52,3392,67,3,127,97,
11933657,32,0,13,8,1,12,17,8,3,15,63,621,14,4,5,361,
11933658,882,46,13,8,1,12,20,9,1,7,41,808,8,4,18,693,
11933659,1,1,13,8,1,12,8,8,3,15,57,738,14,5,2,4,
11932237,880,77,13,8,1,10,16,5,7,0,55,762,18,3,15,820,
11933660,1,0,13,8,1,12,10,7,2,11,42,4215,67,3,168,34,
11933666,833,39,13,8,1,12,15,3,2,6,49,1170,23,3,37,517,
11933669,1,0,13,8,1,12,19,6,2,6,56,115,0,1,0,55,
11933670,2,0,13,8,1,12,2,3,5,17,41,1570,47,3,69,163,
11824557,26,1,6,8,1,8,25,4,1,15,68,598,6,3,0,468,
11824558,1,0,6,8,1,8,6,8,1,8,46,803,34,1,65,0,
11824561,89,0,6,8,1,8,24,1,2,12,53,469,5,2,0,194,
11824473,387,21,6,8,1,8,27,2,7,13,90,949,6,3,4,525,
11824563,720,28,6,8,1,8,5,4,2,9,78,575,4,5,0,488,
11824568,62,0,6,8,1,8,7,9,3,12,66,1084,25,1,36,333,
11824569,1,0,6,8,1,8,6,8,1,8,54,109,0,3,0,0,
11824576,429,12,6,8,1,8,10,12,4,10,43,383,9,2,6,969,
11824577,1,0,6,8,1,8,29,7,7,10,46,315,4,1,2,7,
11824587,33,2,6,8,1,8,5,7,4,7,24,608,0,2,0,32,
11824591,1,1,6,8,1,8,26,7,4,19,39,2394,114,3,66,10,
11824593,28,2,6,8,1,8,11,10,7,16,51,339,2,1,0,1029,
11824596,1,2,6,8,1,8,28,6,4,8,46,394,5,5,8,39,
11824598,19,2,6,8,1,8,4,5,5,12,44,525,15,3,14,93,
11880104,437,33,9,8,4,9,9,4,1,13,40,473,10,4,2,121,
11880108,362,1,9,8,4,9,3,2,5,8,22,3345,94,5,128,188,
11880110,1,1,9,8,4,9,9,8,4,7,50,2431,24,3,0,0,
11880114,1,1,9,8,4,9,9,8,4,9,67,990,48,5,24,0,
11880115,1,0,9,8,4,9,14,5,1,1,95,270,0,4,0,87,
11880116,680,82,9,8,4,9,19,6,2,7,44,242,6,1,0,51,
11880117,1,1,9,8,4,9,24,9,5,9,47,3030,44,1,72,685,
11880119,12,0,9,8,4,9,18,7,3,3,55,1189,20,5,55,22,
11880121,16,1,9,8,4,9,12,5,6,20,28,347,6,3,0,88,
11850104,97,17,7,8,2,16,8,6,2,11,66,1498,31,5,30,791,
11850020,30,1,7,8,2,16,11,7,3,20,28,1134,20,4,25,26,
11775884,73,10,2,8,4,11,9,3,5,19,23,413,10,3,0,145,
11775879,541,11,2,8,4,11,16,2,2,20,64,1892,30,2,41,897,
11775881,1,0,2,8,4,11,2,8,4,11,39,166,6,2,0,0,
11775892,1,0,2,8,4,11,13,7,5,15,49,2981,60,5,116,19,
11775893,1259,42,2,8,4,11,22,10,6,13,34,654,15,1,34,284,
11775896,1,0,2,8,4,11,2,8,4,9,25,112,0,2,0,0,
11775897,52,2,2,8,4,11,26,9,1,7,76,228,0,1,2,311,
11775903,1,0,2,8,4,11,2,8,4,10,61,14581,341,2,597,0,
11775905,2068,55,2,8,4,11,10,5,1,4,72,948,24,5,37,815,
11775907,43,2,2,8,4,11,29,6,3,9,76,273,8,3,0,400,
11775908,25,8,2,8,4,11,23,1,1,11,29,1455,38,5,54,192,
11775913,389,1,2,8,4,11,31,10,1,15,29,1512,36,5,15,275,
11775915,1,0,2,8,4,11,27,7,5,12,30,1362,46,4,85,5,
11920473,1,0,12,8,7,8,5,7,2,20,49,1971,56,1,79,403,
11920312,1,0,12,8,7,7,12,8,7,7,39,1546,26,3,20,0,
11920474,2574,74,12,8,7,8,21,3,6,19,66,3492,68,4,80,1239,
11920475,1,0,12,8,7,8,12,8,7,7,44,989,33,2,42,0,
11920480,797,57,12,8,7,8,9,3,3,14,70,93,0,3,0,521,
11920482,1441,15,12,8,7,8,15,1,4,7,84,1305,42,2,43,1305,
11920438,139,5,12,8,7,7,25,12,7,8,46,235,6,1,0,230,
11920483,686,30,12,8,7,8,4,1,3,1,39,1291,21,3,18,221,
11920484,1,0,12,8,7,8,25,7,3,19,60,136,1,1,0,17,
11920490,24,0,12,8,7,8,6,3,2,8,43,760,24,1,2,158,
11880130,855,5,9,8,4,9,21,7,3,12,41,536,6,3,0,749,
11880131,1,0,9,8,4,9,8,8,3,2,17,995,34,2,26,1,
11880132,10,0,9,8,4,9,14,6,4,8,39,1703,39,2,60,56,
11880133,10,0,9,8,4,9,7,12,3,22,51,2317,26,5,16,245,
11879690,1,0,9,8,4,9,6,7,5,4,50,592,5,3,2,34,
11880134,161,8,9,8,4,9,19,5,3,16,64,3397,60,5,54,812,
11880100,658,7,9,8,4,9,12,10,3,13,89,1244,19,5,5,301,
11880135,1,0,9,8,4,9,29,7,7,3,74,787,14,1,25,11,
11880138,718,9,9,8,4,9,30,3,5,11,47,769,13,3,4,131,
11880139,1,0,9,8,4,9,6,8,1,18,49,194,4,4,0,2,
11788544,575,3,3,8,5,3,15,11,1,13,65,834,20,3,29,626,
11788546,1990,61,3,8,5,3,24,1,1,18,79,630,14,4,9,556,
11788552,85,0,3,8,5,3,18,4,3,8,47,330,7,3,6,106,
11788553,11,0,3,8,5,3,25,7,3,6,42,596,20,2,16,8,
11788559,1,0,3,8,5,3,24,7,2,6,19,3618,108,4,167,9,
11788561,373,6,3,8,5,3,8,6,3,3,41,355,4,1,3,421,
11788562,694,17,3,8,5,3,14,3,6,7,70,182,2,3,0,1237,
11788564,1,0,3,8,5,3,3,8,5,3,43,399,8,1,0,0,
11788568,41,1,3,8,5,3,31,5,4,5,73,922,8,4,4,63,
11788570,601,9,3,8,5,3,20,4,2,1,25,299,7,1,9,836,
11850118,13,1,7,8,2,16,17,8,3,23,57,2543,32,3,165,355,
11850121,382,4,7,8,2,16,13,1,4,17,64,732,2,3,6,571,
11850122,32,1,7,8,2,16,14,11,1,9,58,507,5,4,3,267,
11850123,53,4,7,8,2,16,21,5,1,16,79,83,2,3,0,78,
11850124,3,0,7,8,2,16,3,8,5,17,39,625,25,4,0,3,
11850125,1,1,7,8,2,16,30,7,1,18,39,1941,28,4,87,7,
11850126,1,1,7,8,2,16,18,7,3,17,27,204,6,1,0,19,
11850047,1,0,7,8,2,16,7,8,2,16,50,557,6,3,1,0,
11850127,13,0,7,8,2,16,31,5,4,21,69,1461,34,5,33,67,
11880142,1,0,9,8,4,9,9,8,4,9,39,1422,25,4,34,0,
11880147,1,0,9,8,4,9,8,8,3,15,72,484,3,3,11,0,
11880149,1,0,9,8,4,9,9,8,4,9,42,1936,36,4,43,0,
11880150,528,5,9,8,4,9,15,2,3,14,48,1536,30,2,62,175,
11880152,10,0,9,8,4,9,21,6,4,6,36,1767,42,2,70,49,
11880153,1,0,9,8,4,9,27,6,3,9,35,403,7,1,3,43,
11880154,18,0,9,8,4,9,21,2,2,6,71,3958,86,3,189,170,
11880155,1,3,9,8,4,9,25,3,7,2,112,205,0,1,0,137,
11879577,17,0,9,8,4,9,5,1,4,18,22,281,9,1,2,216,
11880162,50,1,9,8,4,9,4,6,1,5,60,1120,19,4,8,66,
11824582,1242,22,6,8,1,8,20,7,3,12,40,940,25,2,38,382,
11824599,1,0,6,8,1,8,31,7,2,8,43,516,6,2,4,6,
11824600,426,6,6,8,1,8,13,10,3,20,58,184,5,3,0,662,
11824601,44,0,6,8,1,8,24,5,4,7,27,730,6,3,4,74,
11824603,691,19,6,8,1,8,14,1,5,9,50,313,11,3,6,569,
11819221,27,0,5,8,7,19,16,12,4,16,82,1004,17,2,14,598,
11819222,897,27,5,8,7,19,17,9,6,11,25,518,17,3,38,323,
11819219,17,0,5,8,7,19,12,6,2,5,43,4029,153,5,135,54,
11933672,21,1,13,8,1,12,17,1,2,16,43,303,5,3,0,208,
11933678,559,27,13,8,1,12,19,1,3,9,75,1195,15,2,15,572,
11933680,6,2,13,8,1,12,25,4,3,18,81,253,1,1,0,109,
11933685,1,0,13,8,1,12,14,7,6,4,27,4220,76,2,287,30,
11933686,1,0,13,8,1,12,13,8,1,12,54,530,0,2,2,0,
11933359,1,0,13,8,1,11,10,8,5,13,54,243,6,1,2,2,
11933695,10,4,13,8,1,12,5,7,4,15,21,1066,38,3,40,38,
11933699,27,1,13,8,1,12,22,12,3,14,54,5787,140,3,218,599,
11933701,619,34,13,8,1,12,24,1,7,20,56,559,10,2,14,931,
11933703,2491,120,13,8,1,12,23,2,4,14,40,474,2,3,0,171,
11813025,1,0,5,8,7,0,5,8,7,0,42,10626,288,4,477,0,
11813026,1680,123,5,8,7,0,5,6,7,23,65,577,24,1,3,426,
11813031,12213,711,5,8,7,0,6,10,2,4,61,570,16,3,20,1033,
11813033,453,23,5,8,7,0,1,7,5,18,60,517,2,4,0,400,
11813034,1429,4,5,8,7,0,13,2,7,10,79,218,0,3,2,538,
11813036,1,1,5,8,7,0,5,8,3,17,29,1506,31,3,62,1095,
11813038,89,0,5,8,7,0,17,9,5,22,48,745,17,4,16,687,
11813043,422,3,5,8,7,0,15,12,4,1,66,2648,81,5,89,233,
11813044,153,3,5,8,7,0,19,1,2,18,59,352,2,3,0,928,
11813029,56,2,5,8,7,0,4,7,3,18,29,1322,49,1,105,31,
11813030,2396,87,5,8,7,0,29,9,3,8,55,663,5,2,6,675,
11775916,252,11,2,8,4,11,18,10,2,12,45,677,13,2,43,288,
11775922,373,5,2,8,4,11,10,10,1,14,39,625,28,4,21,296,
11775923,1,0,2,8,4,11,2,8,4,11,44,1538,36,3,57,0,
11775924,2281,56,2,8,4,11,18,4,6,19,67,344,6,2,9,1201,
11775926,1,0,2,8,4,11,2,8,4,11,59,1883,40,3,10,0,
11775927,451,37,2,8,4,11,24,9,5,8,49,561,12,2,2,678,
11775930,1,0,2,8,4,11,31,7,2,10,75,813,20,5,1,2,
11775934,779,84,2,8,4,11,20,12,1,11,46,1085,30,4,43,590,
11775945,182,16,2,8,4,11,16,10,7,23,58,678,21,3,18,290,
11775946,121,6,2,8,4,11,21,1,3,4,73,3203,111,3,196,1289,
11850139,2107,106,7,8,2,16,17,4,2,0,50,287,2,4,2,111,
11850142,34,1,7,8,2,16,26,7,4,6,32,620,17,4,6,12,
11850144,3,1,7,8,2,16,27,4,5,21,36,1093,14,3,20,101,
11850105,262,0,7,8,2,16,21,1,5,10,25,130,0,3,0,564,
11850145,2522,44,7,8,2,16,6,8,4,11,54,3137,77,5,80,1097,
11849705,356,12,7,8,2,16,3,3,4,2,44,726,2,4,0,523,
11850146,20,0,7,8,2,16,11,8,4,12,50,636,3,2,2,362,
11850154,183,9,7,8,2,16,26,6,2,17,63,1457,31,2,42,41,
11849419,36,0,7,8,2,16,23,3,5,22,23,678,19,3,36,136,
11920494,161,3,12,8,7,8,14,6,2,21,63,523,12,3,4,424,
11920495,82,6,12,8,7,8,28,3,7,12,42,862,27,4,28,867,
11920502,92,4,12,8,7,8,5,6,7,17,34,1270,21,5,13,433,
11920503,1,0,12,8,7,8,12,8,7,7,57,354,6,1,0,0,
11920504,175,1,12,8,7,8,16,4,6,7,43,1384,14,3,14,484,
11920508,22,0,12,8,7,8,22,7,7,7,34,309,10,1,12,21,
11920511,1,0,12,8,7,8,12,8,7,7,62,1073,12,2,2,0,
11920512,1,0,12,8,7,8,25,6,1,10,80,244,0,4,0,47,
11920486,11,1,12,8,7,8,22,5,2,19,52,827,10,3,2,81,
11920513,8475,122,12,8,7,8,4,4,6,20,60,955,14,2,2,1225,
11824605,262,7,6,8,1,8,25,6,1,6,28,854,33,2,18,42,
11824589,11,1,6,8,1,8,18,7,3,10,79,242,0,2,0,18,
11824590,85,3,6,8,1,8,29,2,3,9,49,1021,8,4,4,158,
11796884,3654,36,3,8,5,14,19,3,4,12,105,80,0,3,0,1233,
11880164,1314,8,9,8,4,9,26,12,7,9,33,540,21,2,0,591,
11880166,305,24,9,8,4,9,2,2,4,11,96,189,0,1,0,188,
11880169,4,1,9,8,4,9,17,6,7,19,38,2377,65,4,94,52,
11880174,4,0,9,8,4,9,6,1,5,10,60,489,5,1,0,215,
11880175,1,0,9,8,4,9,9,8,4,9,59,328,6,3,4,0,
11880176,8,1,9,8,4,9,16,4,1,11,35,971,20,4,42,114,
11880177,14,0,9,8,4,9,1,8,3,9,32,264,5,3,9,7,
11880178,1,0,9,8,4,9,8,8,3,18,28,527,9,5,16,0,
11880179,8,1,9,8,4,9,31,7,2,8,50,339,2,3,0,9,
11880180,36,4,9,8,4,9,1,9,4,9,43,1883,20,5,42,342,
11880182,1,0,9,8,4,9,9,8,4,9,58,841,18,2,16,0,
11880183,55,2,9,8,4,9,1,6,5,13,73,793,18,3,11,68,
11880184,1,0,9,8,4,9,9,8,4,9,75,785,23,3,11,0,
11880185,11,0,9,8,4,9,29,6,3,4,46,515,7,1,16,407,
11880194,470,14,9,8,4,9,31,5,2,7,38,858,12,3,9,436,
11880195,1,0,9,8,4,9,9,8,4,9,44,942,37,3,62,0,
11850159,10,0,7,8,2,16,27,7,5,16,48,1430,35,2,72,11,
11850160,363,31,7,8,2,16,7,9,2,13,71,1494,41,2,76,700,
11850170,11,1,7,8,2,16,10,3,6,0,39,856,27,2,2,150,
11850173,724,40,7,8,2,16,18,11,5,10,43,698,8,4,2,263,
11848686,1745,208,7,8,2,15,15,7,4,9,60,747,7,1,15,754,
11850175,3,0,7,8,2,16,2,8,4,21,100,1200,37,5,13,4,
11847300,1,0,7,8,2,14,7,8,2,13,28,300,6,2,4,0,
11850178,11,1,7,8,2,16,7,8,2,14,35,2497,58,1,119,0,
11850179,1,0,7,8,2,16,7,8,2,16,40,424,19,4,0,0,
11850180,16,1,7,8,2,16,17,7,2,11,48,523,16,3,20,21,
11850183,1,0,7,8,2,16,7,8,2,16,53,454,3,4,0,0,
11850184,129,2,7,8,2,16,18,4,3,14,97,290,8,4,2,111,
11850185,166,11,7,8,2,16,22,10,6,17,89,1391,23,1,30,289,
11775947,10,0,2,8,4,11,30,7,1,12,40,911,28,4,33,2,
